date,open,high,low,close,volume,ma_10,rsi,next_day_movement,future_price
24-03-2024,188.24abc,204.99abc,none,NaN,"2432541,abc",?,?,UP,outlier
2024-02-21,234.x,135.x,ERROR,NaN,"5777813,abc",106.25abc,high,Up,NaN
2024/03/23,237.74,ERROR,166.x,ERROR,{5186397},243.51abc,35.36,Up,outlier
30/03/24,171.58abc,289.x,(191.05),162.09abc,6459386,ERROR,73.9.x,Down,outlier
2024/02/13,144.91,?,?,150.2.0,5808126units,112.5.2,889,down,outlier
13/02/24,169.04,none,250.26abc,120.91abc,"7439424,abc",254.35abc,30.23,Up,NaN
2024**04**05,(258.14),ERROR,ERROR,none,{2695959},?,high,Up,NaN
2024-04-04,none,?,102.05abc,?,,NaN,1192,↑,271.65??
11-04-2024,none,?,(237.85),(281.61),3001821,NaN,low,???,outlier
05/02/24,ERROR,171.48abc,none,NaN,{3638232},none,30.21.x,Up,202.69
20-03-2024,252.56abc,ERROR,ERROR,ERROR,{7517615},189.51abc,28.59.x,Down,231.94
07/01/24,225.83,ERROR,280.01,NaN,,144.57,0.65,UP,186.6
2024-02-21,161.x,232.x,215.x,132.0.6,Null,254.48,1338,down,outlier
2024/04/28,?,279.54,269.x,NaN,2715657,229.x,35,Up,219.36??
27/04/24,187.0.6,174.71,291.2.1,none,,294.x,61.39,↓,NaN
2024-01-09,NaN,(182.13),289.12,167.03abc,8217387units,NaN,1385,↓,outlier
03/01/24,NaN,?,111.31,NaN,Null,none,94.13,down,106.86
17/02/24,(146.06),(259.29),?,292.x,3815056,231.x,63.33.x,???,210.43
02/02/24,?,(247.47),196.7.1,229.78abc,6219966units,ERROR,30.01.x,UP,NaN
2024**04**05,?,228.x,?,none,"8478043,abc",NaN,4.71,down,251.08??
10/02/24,149.66abc,NaN,?,146.07,Null,NaN,28.42.x,down,NaN
10-02-2024,149.57,(253.18),none,265.68abc,"7740265,abc",(254.87),1266,↓,outlier
2024-01-25,192.98,167.0,(155.44),ERROR,,(184.53),832,Up,outlier
10-03-2024,NaN,274.86abc,191.3.4,ERROR,,127.33,87.05.x,Up,outlier
18/02/24,(211.75),243.x,NaN,115.45,{4547699},169.34abc,none,↓,outlier
2024-03-28,280.x,NaN,123.03,ERROR,3676019units,276.8.3,54.07,↓,NaN
30/01/24,ERROR,216.9.3,119.x,ERROR,,102.02abc,?,down,248.83??
01-02-2024,NaN,203.1.4,105.74abc,101.5.3,8474463units,NaN,51,???,136.04
10/04/24,?,ERROR,NaN,101.x,2725988,none,5.82.x,UP,outlier
04-03-2024,NaN,287.56,132.0.7,none,Null,NaN,1275,UP,outlier
13-01-2024,ERROR,245.84,167.x,none,"3242530,abc",(130.58),39.37,Up,NaN
03/01/24,ERROR,?,186.1.2,ERROR,{1526457},182.12,75.74.x,↓,NaN
2024-04-21,198.73,253.69abc,161.05,219.x,"3513307,abc",NaN,none,Up,158.44
25/01/24,247.22abc,(223.1),252.8.0,none,8641097,none,45.0,↓,outlier
28-02-2024,NaN,253.08,?,?,,162.2.1,43.95.x,UP,NaN
30/13/24,?,231.x,176.x,197.41,"6975549,abc",ERROR,90.32.x,UP,NaN
17/02/24,237.98abc,255.94,?,?,{2481595},NaN,357,???,NaN
08-01-2024,?,(125.06),141.65,ERROR,{5818791},NaN,12.72,???,NaN
2024-02-24,none,286.4.9,104.31,140.55abc,{1498218},none,?,Down,247.4
08/01/24,NaN,none,(262.47),157.1.8,"1747162,abc",258.87abc,?,↓,161.13??
02-03-2024,ERROR,(178.12),NaN,ERROR,"1670021,abc",(130.07),78.66.x,Up,outlier
17-02-2024,NaN,118.81abc,202.x,221.58,4504029units,267.95abc,low,↑,113.48??
2024/02/12,none,(232.02),none,207.x,{5446824},285.73,none,UP,NaN
25-02-2024,ERROR,?,165.x,ERROR,1343344units,none,75.51,???,216.24??
01/01/24,none,241.48abc,?,106.25abc,,298.7.7,low,UP,192.98
2024/02/04,none,151.6.0,172.73abc,(220.55),"2309299,abc",165.5.9,649,down,NaN
2024/04/29,296.34,222.x,none,179.x,Null,ERROR,36.6.x,Up,132.95??
2024-04-11,none,NaN,?,ERROR,Null,140.3.3,25.46.x,↓,NaN
2024/04/11,120.9.2,(182.48),?,ERROR,1670066units,ERROR,?,↑,outlier
2024/01/11,none,197.77,?,(144.38),6477668units,285.36abc,74.86.x,???,170.54
10-02-2024,287.x,183.2abc,NaN,none,Null,211.06,576,???,273.58??
13-04-2024,108.92,127.x,(161.73),137.03abc,1148931units,198.12,78.93.x,↑,269.9
15-04-2024,130.x,?,ERROR,256.x,"7121069,abc",none,12.02.x,???,NaN
12-03-2024,(117.64),264.38,201.35abc,228.x,Null,NaN,9.6,down,211.83??
07/01/24,182.33,219.x,(212.8),208.3,"7139051,abc",?,46.87,UP,NaN
18/01/24,144.08,260.x,none,ERROR,{8238755},none,low,UP,133.01??
2024-03-05,ERROR,211.5.8,ERROR,?,7440559units,165.2.7,37.36,Up,250.97
14/04/24,(156.24),108.18abc,none,?,{6830810},ERROR,?,???,NaN
2024/04/18,ERROR,268.29,NaN,300.3.0,5339161,NaN,64.64.x,down,NaN
11-04-2024,none,(211.08),NaN,NaN,"3837947,abc",ERROR,?,↓,218.96
2024-02-13,none,123.0.4,NaN,ERROR,"6854299,abc",ERROR,none,Down,292.0
12/04/24,(180.26),ERROR,131.x,233.01,{2936230},none,342,↓,NaN
2024/02/01,NaN,270.4.1,none,141.x,7015091units,151.76abc,none,↑,NaN
2024-01-01,116.8.1,(181.23),284.7.4,154.24,{5873249},171.78,1315,↑,outlier
03-03-2024,NaN,NaN,none,184.82,3924037,ERROR,25.79,UP,176.1??
2024-04-03,none,236.87,123.x,164.47abc,,none,726,Up,NaN
10/04/24,NaN,NaN,(192.63),?,7937983,none,79.38,↑,279.92??
2024/02/23,265.x,284.94,225.x,NaN,{7494511},200.x,65.75.x,↑,117.09??
18-04-2024,?,ERROR,257.69abc,?,"2427431,abc",(203.19),710,Up,109.79??
2024/02/14,296.56abc,(152.79),125.4.3,?,"7614971,abc",?,1215,Down,203.73
06-04-2024,?,?,NaN,290.42abc,"6516570,abc",none,71.96,down,191.36
16-03-2024,155.64,none,none,258.x,6609086units,none,126,↑,218.85
2024-13-18,260.4.2,275.x,ERROR,NaN,{3342646},111.75abc,high,???,outlier
06-01-2024,?,ERROR,179.5.9,?,Null,266.53,52,???,NaN
05-02-2024,116.82,NaN,?,ERROR,,232.9.9,46.03,UP,286.77
24/13/24,(274.52),none,NaN,NaN,Null,176.26,high,???,272.42??
2024-04-15,157.3.6,NaN,ERROR,257.57abc,Null,NaN,4.08,Down,246.54??
19-02-2024,NaN,?,NaN,?,,?,1136,down,166.74??
2024-04-20,(240.77),NaN,ERROR,195.16abc,1881849,230.4.8,44.32,???,outlier
2024-04-07,?,?,240.x,(230.06),{7616832},ERROR,1132,↑,298.68
08/04/24,261.2.4,127.79abc,(100.34),?,4762508,?,low,Down,outlier
26/03/24,none,(128.6),none,214.2.8,,240.x,8.68,↓,115.98??
2024/04/23,192.6.2,?,?,(261.28),{1771242},292.7.8,low,UP,NaN
2024-04-25,172.x,168.96abc,?,?,"3362198,abc",?,24.04.x,down,115.22??
18/02/24,226.22,NaN,ERROR,none,8336084,NaN,none,Up,NaN
29/04/24,none,NaN,205.9.8,(255.06),Null,172.96abc,86.48.x,Up,261.79??
2024-01-13,?,258.41abc,219.61abc,(293.96),,NaN,639,down,NaN
17-04-2024,NaN,none,ERROR,?,,ERROR,13.85,???,NaN
13-04-2024,?,NaN,ERROR,?,2244298,(239.2),3.45,↑,275.97
2024-02-05,111.x,270.41abc,186.35,(119.23),7994361,none,34.48.x,???,outlier
18-03-2024,255.13,217.1.9,231.8.7,209.11,Null,(182.72),38.84.x,↑,outlier
2024/02/16,102.5abc,131.44,214.1,299.28abc,8071867,121.8.8,16.48.x,???,276.59
2024/02/28,NaN,ERROR,234.7.7,127.84abc,"2987566,abc",300.x,77.76.x,down,outlier
2024/04/09,?,ERROR,ERROR,181.x,{4614849},119.x,1377,UP,outlier
2024/03/20,NaN,none,131.3.3,114.x,{5687166},241.8.1,92.31,???,169.55??
2024/04/04,274.x,ERROR,none,none,2572335,(140.88),93.58,↓,NaN
2024-01-27,ERROR,none,241.97,272.75abc,Null,260.x,1099,↓,outlier
18/03/24,?,178.11abc,NaN,NaN,"3178630,abc",NaN,37.99,UP,outlier
2024-01-06,131.27,(164.09),?,240.19abc,{6597314},138.x,1406,???,NaN
2024/02/25,?,none,(106.17),ERROR,Null,ERROR,813,↑,268.3
22-02-2024,ERROR,296.x,NaN,(146.38),1791121units,none,9.84.x,↓,204.07??
2024/03/12,189.88abc,none,ERROR,ERROR,7151308,none,42.34,UP,outlier
03-03-2024,none,ERROR,(214.15),236.8.0,4367666,none,?,???,NaN
24/01/24,?,?,NaN,203.x,4560733,149.05abc,1318,down,115.74
2024-04-25,192.x,?,?,ERROR,"8778954,abc",?,1.27,???,outlier
2024-02-25,(189.95),ERROR,(147.0),none,{4854515},173.77abc,87.44.x,down,NaN
10/02/24,NaN,257.5.7,227.67abc,104.x,"3969513,abc",277.x,?,down,NaN
2024/01/30,149.26abc,(253.37),NaN,207.5.9,,ERROR,18.71.x,↑,214.04
01-04-2024,NaN,145.0.4,288.96abc,114.0.7,,125.x,low,down,259.8
2024-03-07,?,270.x,257.39,(260.72),{3230768},none,21,down,NaN
10/04/24,none,196.2.6,148.68abc,NaN,,none,39.13,down,197.74??
2024-01-14,196.x,(190.24),176.x,186.3,8653579units,ERROR,low,Down,NaN
2024/02/20,none,(161.43),(268.75),?,Null,ERROR,48.96,Up,254.17
2024**04**05,(221.66),(127.99),193.73,ERROR,"4352917,abc",?,51.17,down,outlier
12-03-2024,(215.94),149.31,103.0.0,?,Null,NaN,1379,???,NaN
22-01-2024,264.x,157.6.4,235.6.4,ERROR,{1918988},none,275,???,258.79
2024/01/24,172.72,NaN,ERROR,149.3,5295840units,?,50.28,UP,outlier
26/04/24,129.03,274.x,?,118.08abc,{1778280},(299.36),62.57.x,Down,103.46
25-02-2024,NaN,(281.93),ERROR,?,6196729units,184.39abc,low,Down,242.98
2024-01-14,NaN,none,ERROR,NaN,"8289678,abc",?,45.63,Down,NaN
01/03/24,238.9.6,144.x,?,230.x,,263.9abc,23.07.x,Down,NaN
26/04/24,205.x,none,?,ERROR,2734855units,130.31,95.85.x,UP,NaN
2024/04/20,124.5.0,118.31,NaN,?,,256.8abc,?,Down,outlier
18/02/24,(177.86),225.5.1,163.84abc,100.71,7002383,none,796,↑,outlier
31-01-2024,252.3.4,NaN,ERROR,141.x,,255.31,none,Down,227.8??
12-04-2024,172.46abc,141.x,197.38abc,?,,ERROR,1096,UP,261.57??
2024-01-30,none,112.41,(153.22),NaN,,none,57.4,UP,NaN
22/01/24,ERROR,ERROR,?,187.86,2650287,105.37,25.14.x,down,outlier
2024-02-22,none,(235.74),(207.94),165.5.9,,none,23.16,↓,NaN
2024/01/22,155.25abc,(207.53),(149.01),?,8244722,ERROR,65.11,↓,267.56??
25/01/24,NaN,none,189.3.9,269.1.5,1021760,?,430,???,NaN
2024/03/06,(134.39),121.96abc,none,184.2abc,Null,294.34abc,1431,↑,220.55
2024-02-20,195.x,288.04abc,?,ERROR,2441042units,NaN,354,UP,158.21
2024-03-08,none,(117.59),?,164.x,"3778796,abc",(175.74),low,UP,176.1??
05/03/24,(260.14),219.42abc,ERROR,none,8224549,291.37abc,50.14,???,122.95
01/01/24,NaN,NaN,109.4.1,none,Null,none,167,down,NaN
2024/01/25,(231.5),none,178.24,(277.4),,none,92.66.x,↓,297.71
2024-02-25,197.x,105.x,none,?,Null,none,34.77.x,Down,216.49??
2024-01-10,117.21,149.42,242.51,ERROR,"1166229,abc",113.44abc,1172,Up,172.16??
2024-04-10,(213.97),?,?,257.x,7090113,ERROR,99.23,down,NaN
24-02-2024,ERROR,274.x,272.34,105.37,"7217087,abc",(285.07),?,Up,NaN
2024-04-28,(221.63),209.72,NaN,162.x,7129539,149.x,43.56,UP,outlier
2024-01-19,250.x,none,128.6.9,(229.48),,(280.4),?,down,NaN
11-01-2024,?,?,?,170.5.1,,110.45abc,46.56.x,down,239.49??
2024/13/09,138.x,147.x,NaN,255.9abc,{2832880},198.x,43.07.x,↓,outlier
01-02-2024,?,ERROR,(286.72),NaN,5366138,ERROR,6.34,???,outlier
2024/01/28,(268.13),141.57abc,ERROR,206.85,Null,(107.85),790,Up,outlier
2024/01/14,107.2.5,ERROR,ERROR,260.6abc,Null,122.63,929,↑,NaN
2024/02/23,none,198.x,?,ERROR,{4270320},282.59,37.57,???,135.72??
27/01/24,ERROR,NaN,none,?,,180.x,113,down,NaN
27-02-2024,198.03,(298.54),none,111.2abc,Null,NaN,75.65.x,???,NaN
19/01/24,157.69,282.x,240.x,196.91abc,,(233.23),835,Up,180.86??
2024**04**05,?,?,184.2.3,none,"8510713,abc",153.x,none,UP,NaN
2024-02-03,ERROR,ERROR,?,109.32abc,{3038725},150.55abc,958,down,NaN
22-03-2024,?,ERROR,?,(129.9),,(233.59),452,↑,278.25
2024-03-17,none,ERROR,NaN,147.9.3,7398937,?,58.46,down,154.59
05/04/24,(256.8),217.91abc,209.88,(275.02),{8789822},103.42,81.9.x,UP,214.13
19/02/24,193.44abc,(196.15),none,206.9.8,"7317176,abc",285.16,1314,↑,239.19??
2024-03-17,NaN,102.x,258.63abc,?,Null,(298.95),?,Up,221.51
2024/13/14,196.x,212.88,ERROR,203.x,Null,123.95,1.24,UP,outlier
2024/03/12,?,128.x,(135.17),201.x,5892481units,(127.74),67.54,down,243.17??
09/01/24,191.x,(121.96),NaN,ERROR,{2556969},284.3.3,92.33,Up,180.76??
12/03/24,122.93,(150.1),none,199.x,{8697387},148.9.4,57.49,Down,outlier
2024/04/12,174.64abc,138.x,NaN,?,"3504942,abc",113.9.0,31,↑,206.13??
2024/03/01,(105.11),none,187.9.7,(286.08),,(132.78),89.07,???,outlier
2024-03-28,108.x,290.6.0,121.7.2,192.x,,280.66,90.44,down,196.81
31-03-2024,NaN,ERROR,(139.38),287.13,,283.6.2,38.72,Up,outlier
22-04-2024,156.11abc,289.96,none,105.5.5,Null,216.61,33.78.x,Up,outlier
03-01-2024,276.4.1,280.3,233.x,266.49,Null,NaN,high,↑,132.06
10-02-2024,(172.8),none,207.13abc,255.x,{1510111},255.47abc,171,Down,NaN
15-02-2024,218.1.7,?,100.3.2,NaN,"1099444,abc",none,1169,↑,outlier
19/01/24,none,217.1.8,ERROR,ERROR,{6246058},184.x,1070,Up,153.48??
2024/03/16,190.1.3,173.x,none,211.75,8576140units,ERROR,99.92,???,250.68
13-04-2024,(241.77),201.x,(239.96),(233.7),"6453117,abc",295.x,68.93.x,down,NaN
13/04/24,270.16abc,176.9,205.31abc,NaN,5399261units,267.x,1373,↑,outlier
02-01-2024,ERROR,(255.64),none,116.x,{1544636},143.34,756,Up,296.25??
26-02-2024,NaN,?,?,(235.21),,?,538,↓,NaN
2024-03-18,NaN,205.26,ERROR,NaN,3785107,ERROR,low,???,156.26??
15-02-2024,(171.62),NaN,none,160.26abc,,200.14,40.28,Up,NaN
19/04/24,none,?,?,104.63abc,6884730,225.x,89.75,???,260.89??
2024/01/21,196.33abc,none,164.3.1,?,Null,160.89abc,75.65.x,???,outlier
2024/01/21,NaN,180.7abc,128.x,ERROR,4492658,(278.97),49.57,↓,298.62
2024/01/13,146.x,ERROR,121.6.1,none,{4173732},167.69,954,Down,outlier
2024-01-09,(267.77),166.8abc,256.36abc,(179.89),"7389702,abc",243.x,23.18.x,???,281.07
24/04/24,?,ERROR,137.6.2,231.53,5048195,261.09,1116,Down,269.76
24/02/24,(174.01),ERROR,NaN,235.83abc,8719617,?,412,Up,262.36??
2024/03/14,259.43,none,116.26abc,none,2479557,219.79abc,none,↑,outlier
23/03/24,184.32,215.x,156.5.7,279.x,2318899units,NaN,low,Down,outlier
2024-01-17,none,234.28abc,none,186.x,"7387324,abc",193.5.7,1079,↑,175.37
09-01-2024,?,179.4.9,124.4.3,?,"3070940,abc",none,77.91.x,Down,224.71
2024-03-30,ERROR,?,287.56abc,ERROR,4989811,ERROR,23.13,???,254.83??
28/01/24,ERROR,none,ERROR,none,"8662200,abc",ERROR,8.64,Down,NaN
04/02/24,?,none,141.2,285.x,3191490units,285.28,671,UP,228.37??
04-03-2024,?,ERROR,ERROR,(125.33),1251915,268.2,8.14,???,275.67??
13-02-2024,253.12,?,(285.36),NaN,"3188972,abc",172.2.4,none,Down,NaN
11-01-2024,102.56abc,ERROR,?,NaN,7516787units,none,58.83.x,???,outlier
2024/02/24,ERROR,none,ERROR,174.x,Null,217.x,23.33,???,165.52
19-02-2024,?,none,(234.97),125.x,{7145031},ERROR,none,???,outlier
22/02/24,ERROR,224.42,NaN,?,"1900502,abc",ERROR,46.91.x,Down,245.33??
17-03-2024,none,(183.72),284.19abc,176.1.2,4595187units,297.9abc,1153,???,NaN
20/02/24,283.68abc,ERROR,(128.59),NaN,7665883,(274.02),high,Down,outlier
2024-02-20,none,ERROR,(105.01),168.96abc,,?,44.52,UP,NaN
06/02/24,NaN,?,246.13abc,201.55,3428731,291.54,?,Up,outlier
02/01/24,275.71,230.x,none,(108.94),"8969912,abc",276.x,90.55.x,UP,267.68
2024-03-13,179.59,172.79,?,180.45,3616022,NaN,?,Down,outlier
2024-03-08,149.69,227.0.1,?,ERROR,{5998926},none,54.75,UP,222.12??
2024-04-11,158.07,201.03abc,(179.86),135.88,,none,1104,???,107.41??
20-02-2024,170.41abc,?,237.6.4,NaN,7353459,ERROR,none,↑,NaN
21/01/24,?,195.8,116.8.9,100.9abc,,201.64abc,high,down,199.55??
08/04/24,none,NaN,ERROR,NaN,Null,NaN,19.93.x,UP,NaN
2024/04/04,217.5.7,?,(214.8),101.23,,?,?,↓,110.12
20/03/24,?,285.1.2,none,ERROR,3245415,ERROR,82.58.x,↑,NaN
11/03/24,263.2.5,(253.69),ERROR,ERROR,Null,ERROR,79.53.x,down,226.66??
2024/02/27,none,ERROR,114.57,234.x,,126.9.5,580,↓,227.35??
30/01/24,none,?,NaN,ERROR,"4077190,abc",232.9.8,72.88,UP,253.75
2024-02-28,(147.44),(176.04),NaN,ERROR,7960166units,221.43abc,?,↑,196.7
2024-04-23,223.x,224.11abc,NaN,(114.77),Null,212.1abc,high,Down,247.41??
2024-03-17,119.26,?,NaN,(211.62),{7479532},220.x,73.96,↑,NaN
2024-01-05,186.0.0,NaN,(245.98),121.46abc,6278913,297.x,1444,↓,171.26??
2024/01/02,(162.57),139.8.4,?,(119.93),"8517990,abc",none,1482,down,NaN
2024/02/01,224.1.8,none,(210.69),(260.87),"3222481,abc",NaN,44.09,UP,244.18
28/02/24,168.34abc,119.95abc,251.x,NaN,,146.1abc,35.94,Down,outlier
2024/04/29,198.x,123.x,?,204.x,,291.x,12.33.x,Up,NaN
2024**04**05,NaN,NaN,ERROR,267.33abc,,(121.89),low,UP,NaN
22-04-2024,(178.89),155.x,none,285.x,3587487,(268.67),?,↑,NaN
2024-03-26,(137.75),?,204.5.1,none,8412904units,278.x,508,↑,269.69
2024/01/01,none,(267.84),286.85,155.76,2313055units,275.x,none,↓,239.71
2024-01-06,(272.7),280.87abc,(171.39),117.1.8,5805734units,121.1.6,1451,↑,NaN
2024/04/25,192.47abc,NaN,ERROR,?,{7199117},(139.04),94.08.x,UP,NaN
29/02/24,NaN,ERROR,NaN,131.1.0,"7043258,abc",163.63abc,30.65.x,Up,294.87??
05-01-2024,251.72,120.x,251.x,none,{1407675},274.x,86.18.x,down,165.95??
2024/01/28,279.8.8,ERROR,none,(134.49),{4646322},251.81,98.31,UP,248.79
18-02-2024,ERROR,190.x,(260.82),?,,189.9.1,58.63.x,???,251.27
2024-04-03,126.49,NaN,none,276.1abc,Null,NaN,72.9,down,NaN
2024-03-16,237.76abc,248.6.8,221.36,171.01abc,,206.4abc,14.96.x,↑,outlier
12/02/24,145.58abc,ERROR,none,NaN,"3645832,abc",176.16abc,23.73,Down,outlier
2024/04/07,none,241.x,?,ERROR,2388104units,NaN,60.84,???,NaN
2024-01-13,152.22,none,213.27abc,NaN,{7440581},277.0.3,?,???,294.71
01-03-2024,202.4.4,none,ERROR,ERROR,7169060units,103.31,537,↓,NaN
2024/03/10,197.79abc,(230.32),ERROR,104.82abc,"2304494,abc",120.5.2,70.18.x,↑,248.4??
11/04/24,NaN,201.59abc,NaN,127.05abc,4472468,(288.64),38.25.x,???,outlier
2024-02-10,128.4.0,129.4.5,?,NaN,"4536488,abc",129.x,76.98.x,↓,NaN
17/03/24,(248.94),282.98,279.46,288.x,{7825550},183.75,58.46,↑,165.57??
14/04/24,ERROR,221.x,161.7.9,(198.41),{1228938},118.8.2,high,Up,NaN
2024-04-06,263.3.1,124.x,ERROR,?,3236323units,298.49abc,1318,down,NaN
04/04/24,?,none,(159.44),276.52,6924148,NaN,92.18.x,UP,NaN
07/03/24,245.8abc,215.x,118.48,(241.97),1411236units,228.84,1028,Down,131.87
2024-04-14,112.x,none,none,(177.6),2388102,284.99abc,28.58.x,Up,206.22
2024-01-25,none,?,NaN,none,3529682units,?,958,↓,187.94
2024-02-26,ERROR,250.8,ERROR,?,,208.45abc,low,↑,outlier
14/04/24,111.41abc,165.x,NaN,(203.92),3455781,none,35.08,UP,outlier
2024/01/20,ERROR,146.x,176.x,?,"7136338,abc",135.x,low,Down,203.12
2024-01-19,ERROR,263.6.3,(156.13),131.6.2,{5748120},none,low,↑,NaN
14-03-2024,(121.35),177.x,111.54,177.9.3,{1227773},259.17,9.87,Down,199.78
2024-04-09,ERROR,ERROR,174.72,152.23,Null,(299.76),33.16.x,???,170.98??
2024**04**05,142.79,ERROR,173.x,(195.91),Null,266.x,83.66.x,UP,272.02
08-01-2024,248.33,223.4.6,none,NaN,4827013,173.x,21.39,???,NaN
20/01/24,NaN,?,(131.82),ERROR,"6780905,abc",ERROR,1.26,↑,NaN
28-03-2024,?,NaN,238.8.2,144.73,4897648units,223.32abc,60.66,UP,NaN
03/03/24,246.x,?,none,130.x,"8919215,abc",?,1.72.x,Down,NaN
2024/02/14,127.74,ERROR,180.28abc,(117.19),1273323,163.x,89.43.x,down,242.42??
02-01-2024,none,none,136.x,?,{4967960},287.08abc,83.21,↓,NaN
17/03/24,?,NaN,NaN,228.75,Null,NaN,81.72.x,Down,267.53
2024-03-21,227.x,224.26,190.34abc,none,Null,153.92abc,36.13.x,↓,outlier
2024/03/11,none,?,ERROR,?,{3152152},162.x,99.93,↑,outlier
2024/01/01,?,252.7.8,none,(166.27),Null,none,69.6,↑,177.61??
01-03-2024,NaN,(100.42),NaN,NaN,,none,985,Up,192.91??
2024-03-25,?,291.x,216.x,250.3.4,{8614894},257.75,72.71.x,↓,121.18??
24-01-2024,194.6.5,131.72abc,?,220.x,Null,125.61abc,99.34,Up,169.08??
12-13-2024,NaN,none,none,(207.02),1351843,ERROR,93.07,Up,280.2??
01/03/24,157.x,295.8abc,none,(101.86),"7670969,abc",NaN,low,down,outlier
2024-03-16,ERROR,?,275.4.6,ERROR,Null,ERROR,high,Up,160.56
2024/01/07,220.32,ERROR,218.x,232.95,,172.53,97.06,down,outlier
30-04-2024,NaN,175.x,?,138.4abc,Null,205.9.8,47.08,UP,NaN
13-02-2024,116.x,242.09,NaN,195.81abc,3766637units,(256.33),11.7,Down,175.19
11-01-2024,266.x,none,280.06abc,none,Null,(273.99),40.8.x,Down,196.38
2024/04/16,264.67abc,none,ERROR,276.19,,ERROR,9.88.x,↓,141.2
2024-02-21,107.95,(230.92),145.86abc,139.1abc,2250663units,?,-26,↓,outlier
2024-03-22,252.5.1,110.32abc,158.78abc,100.75abc,8495148units,125.5.8,?,↓,263.86
03-02-2024,276.4.9,ERROR,143.37,ERROR,"3799413,abc",155.15,11.25.x,???,outlier
22/01/24,268.02abc,ERROR,186.0.1,244.33abc,"2396614,abc",ERROR,71.63.x,Down,281.5
2024-02-21,205.x,253.46abc,ERROR,230.7.1,Null,?,1207,UP,270.86
03/04/24,NaN,none,NaN,?,8233611units,181.x,-1,Up,109.6
13/02/24,217.06,262.x,none,?,{5033152},none,893,???,267.99
2024-04-21,(100.7),NaN,(127.83),ERROR,8264067,212.77abc,4.48.x,Up,282.16
10/04/24,158.4.7,NaN,292.x,134.0.3,Null,189.x,99.99.x,↑,227.0
2024/03/03,NaN,275.25,227.52,(277.77),8585248,ERROR,1003,↓,outlier
02-01-2024,237.61abc,161.84,(169.64),140.95,{6994479},NaN,83.01,UP,236.77??
11-04-2024,NaN,146.97,186.64abc,183.65,{6380371},220.62abc,46.57,↓,215.86
22-03-2024,(261.13),143.74,ERROR,NaN,8757058units,282.x,76.98,↓,222.65??
2024-03-27,297.12,none,ERROR,(126.7),Null,?,474,Down,NaN
2024/01/22,101.8.6,ERROR,(291.94),ERROR,1447788,215.12,976,↑,185.25??
14/01/24,227.0abc,?,NaN,244.15,"4443637,abc",ERROR,0.03.x,down,101.92
2024-01-25,300.6.0,ERROR,203.66abc,(120.59),,292.29abc,47.76.x,Up,NaN
2024/02/24,292.04,ERROR,219.x,121.67,8364192units,210.08abc,12.28.x,Up,NaN
2024-01-22,165.01,167.x,NaN,NaN,,115.3.7,300,Down,NaN
19/02/24,(186.45),none,ERROR,?,"1610736,abc",(278.99),high,↑,135.25??
25-01-2024,(289.11),none,134.1.0,(147.99),"3327984,abc",220.x,381,↓,NaN
2024-04-08,ERROR,?,none,220.65abc,7352777,(155.61),25.06,Up,186.37??
2024-02-07,255.x,?,106.9.5,282.96,,277.2,8,Up,145.58
26-04-2024,NaN,ERROR,NaN,NaN,{3745193},?,793,↑,142.99??
2024-02-07,215.97,(151.24),none,?,"1199537,abc",ERROR,45.33,UP,146.51
30/01/24,none,NaN,233.x,?,,?,56.55,UP,237.26??
09-04-2024,230.77abc,(126.9),ERROR,NaN,7687274units,137.x,1037,Down,196.35
22-03-2024,(108.24),(270.95),276.77abc,277.x,"1704802,abc",106.75,41.76.x,???,outlier
19-01-2024,135.93,197.x,none,184.x,,131.4.9,31.69.x,down,181.26??
2024-01-27,198.34,198.27abc,211.1.3,ERROR,2532928,none,59.2,↓,outlier
07/01/24,109.59,NaN,146.5.4,140.x,2817061units,255.6.7,none,↓,NaN
2024-02-05,183.x,104.19abc,293.89,none,Null,ERROR,low,Up,210.25??
19/01/24,195.25,ERROR,ERROR,124.5.1,,?,37.03.x,↓,207.06
18-04-2024,119.22abc,ERROR,262.4.5,237.57,Null,NaN,none,↓,outlier
2024-03-21,132.x,220.3.6,143.07abc,?,5947536units,287.26,66.27,Up,170.38
2024-01-13,NaN,ERROR,none,161.x,,ERROR,67.83,UP,NaN
18/01/24,180.77,(226.81),(291.02),218.4,8096337,?,1437,Down,124.69
10/03/24,162.x,299.x,ERROR,100.24,"2255074,abc",139.61abc,82.66.x,???,186.49
20/03/24,none,ERROR,none,?,6400278,none,67.07,???,NaN
2024/01/07,148.x,147.x,ERROR,none,{5303915},138.9.2,60,UP,outlier
18/03/24,?,?,120.7.0,150.x,3988060,(135.06),2.0,↓,NaN
2024-04-18,(212.01),140.64abc,NaN,182.x,Null,none,50.59,↑,outlier
06-02-2024,139.97,none,231.62abc,NaN,{5360408},257.53,3.97.x,Down,NaN
16-01-2024,178.21abc,?,?,?,Null,NaN,365,↓,213.11
2024/04/30,245.x,?,132.07abc,106.x,"5191948,abc",276.41abc,high,Down,190.89??
12-02-2024,191.49,(212.81),181.8.5,none,"8349742,abc",none,4.86,↓,NaN
2024/04/27,none,168.55abc,(264.55),NaN,,ERROR,?,Down,outlier
03-01-2024,ERROR,243.02abc,ERROR,184.26abc,{1724121},none,low,Down,outlier
14/04/24,NaN,287.54,?,(227.7),"4548065,abc",ERROR,77.32.x,UP,NaN
